2025-10-04 00:05:14,Heat,1,1,0,0
2025-10-04 00:30:40,Heat,2,2,0,0
2025-10-04 01:00:40,Heat,0,0,0,0
2025-10-04 01:30:40,Heat,1,1,0,0
2025-10-04 02:00:40,Heat,2,2,0,0
2025-10-04 02:30:40,Heat,3,3,0,0
2025-10-04 03:00:40,Heat,4,4,0,0
2025-10-04 03:30:40,Heat,5,5,0,0
2025-10-04 04:00:40,Heat,6,6,0,0
2025-10-04 04:30:40,Heat,7,7,0,0
2025-10-04 05:00:40,Heat,8,8,0,0
2025-10-04 05:30:40,Heat,6,6,0,0
2025-10-04 06:00:40,Heat,1,1,0,0
2025-10-04 06:30:40,Heat,2,2,0,0
2025-10-04 07:00:40,Heat,5,5,0,0
2025-10-04 07:30:40,Heat,8,8,0,0
2025-10-04 08:00:40,Heat,12,12,0,0
2025-10-04 08:30:40,Heat,13,13,0,0
2025-10-04 09:00:40,Heat,3,3,0,0
2025-10-04 09:30:40,Heat,4,4,0,0
2025-10-04 10:00:40,Heat,1,1,0,0
2025-10-04 10:30:40,Heat,2,2,0,0
2025-10-04 11:00:40,Heat,3,3,0,0
2025-10-04 11:30:40,Heat,4,4,0,0
2025-10-04 12:00:41,Heat,2,2,0,0
2025-10-04 12:30:40,Heat,6,6,0,0
2025-10-04 13:00:40,Heat,7,7,0,0
2025-10-04 13:30:40,Heat,1,1,0,0
2025-10-04 14:00:40,Heat,2,2,0,0
2025-10-04 14:30:40,Heat,3,3,0,0
2025-10-04 15:00:40,Heat,4,4,0,0
2025-10-04 15:30:40,Heat,5,5,0,0
2025-10-04 16:00:40,Heat,4,4,0,0
2025-10-04 16:30:40,Heat,1,1,0,0
2025-10-04 17:00:40,Heat,2,2,0,0
2025-10-04 17:30:40,Heat,3,3,0,0
2025-10-04 18:00:40,Heat,9,9,0,0
2025-10-04 18:30:40,Heat,9,9,0,0
2025-10-04 19:00:40,Heat,5,5,0,0
2025-10-04 19:30:40,Heat,9,9,0,0
2025-10-04 20:00:40,Heat,10,10,0,0
2025-10-04 20:30:40,Heat,13,13,0,0
2025-10-04 21:00:40,Heat,14,14,0,0
2025-10-04 21:30:40,Heat,16,16,0,0
2025-10-04 22:00:40,Heat,15,15,0,0
2025-10-04 22:30:40,Heat,16,16,0,0
2025-10-04 23:00:40,Heat,19,19,0,0
2025-10-04 23:30:40,Heat,18,18,0,0
2025-10-05 00:00:40,Heat,14,14,0,0
2025-10-05 00:30:40,Heat,15,15,0,0
2025-10-05 01:00:40,Heat,16,16,0,0
2025-10-05 01:30:40,Heat,17,17,0,0
2025-10-05 02:00:40,Heat,19,19,0,0
2025-10-05 02:30:40,Heat,1,1,0,0
2025-10-05 03:00:40,Heat,2,2,0,0
2025-10-05 03:30:40,Heat,3,3,0,0
2025-10-05 04:00:40,Heat,4,4,0,0
2025-10-05 04:30:40,Heat,5,5,0,0
2025-10-05 05:00:40,Heat,6,6,0,0
2025-10-05 05:30:40,Heat,7,7,0,0
2025-10-05 06:00:40,Heat,8,8,0,0
2025-10-05 06:30:40,Heat,9,9,0,0
2025-10-05 07:00:40,Heat,10,10,0,0
2025-10-05 07:30:40,Heat,11,11,0,0
2025-10-05 08:00:40,Heat,12,12,0,0
2025-10-05 08:30:40,Heat,13,13,0,0
2025-10-05 09:00:40,Heat,14,14,0,0
2025-10-05 09:30:40,Heat,5,5,0,0
2025-10-05 10:00:40,Heat,8,8,0,0
2025-10-05 10:30:40,Heat,9,9,0,0
2025-10-05 11:00:40,Heat,10,10,0,0
2025-10-05 11:30:40,Heat,11,11,0,0
2025-10-05 12:00:40,Heat,11,11,0,0
2025-10-05 12:30:40,Heat,11,11,0,0
2025-10-05 13:00:40,Heat,13,13,0,0
2025-10-05 13:30:40,Heat,9,9,0,0
2025-10-05 14:00:40,Heat,13,13,0,0
2025-10-05 14:30:40,Heat,17,17,0,0
2025-10-05 15:00:40,Heat,18,18,0,0
2025-10-05 15:30:40,Heat,24,24,0,0
2025-10-05 16:00:40,Heat,20,20,0,0
2025-10-05 16:30:40,Heat,26,26,0,0
2025-10-05 17:00:40,Heat,27,27,0,0
2025-10-05 17:30:40,Heat,28,28,0,0
2025-10-05 18:00:40,Heat,31,31,0,0
2025-10-05 18:30:40,Heat,32,32,0,0
2025-10-05 19:00:40,Heat,31,31,0,0
2025-10-05 19:30:40,Heat,32,32,0,0
2025-10-05 20:00:40,Heat,33,33,0,0
2025-10-05 20:30:40,Heat,36,36,0,0
2025-10-05 21:00:40,Heat,35,35,0,0
2025-10-05 21:30:40,Heat,36,36,0,0
2025-10-05 22:00:40,Heat,33,33,0,0
2025-10-05 22:30:40,Heat,34,34,0,0
2025-10-05 23:00:40,Heat,32,32,0,0
2025-10-05 23:30:40,Heat,18,18,0,0
2025-10-06 00:00:40,Heat,19,19,0,0
2025-10-06 00:30:40,Heat,20,20,0,0
2025-10-06 01:00:40,Heat,21,21,0,0
2025-10-06 01:30:40,Heat,22,22,0,0
2025-10-06 02:00:40,Heat,33,33,0,0
2025-10-06 02:30:40,Heat,0,0,0,0
2025-10-06 03:00:40,Heat,23,23,0,0
2025-10-06 03:30:40,Heat,24,24,0,0
2025-10-06 04:00:40,Heat,25,25,0,0
2025-10-06 04:30:40,Heat,26,26,0,0
2025-10-06 05:00:40,Heat,27,27,0,0
2025-10-06 05:30:40,Heat,28,28,0,0
2025-10-06 06:00:40,Heat,35,35,0,0
2025-10-06 06:30:40,Heat,0,0,0,0
2025-10-06 07:00:40,Heat,29,29,0,0
2025-10-06 07:30:40,Heat,30,30,0,0
2025-10-06 08:00:40,Heat,31,31,0,0
2025-10-06 08:30:40,Heat,32,32,0,0
2025-10-06 09:00:40,Heat,32,32,0,0
2025-10-06 09:30:40,Heat,37,37,0,0
2025-10-06 10:00:40,Heat,38,38,0,0
2025-10-06 10:30:40,Heat,18,18,0,0
2025-10-06 11:00:40,Heat,10,10,0,0
2025-10-06 11:30:40,Heat,17,17,0,0
2025-10-06 12:00:40,Heat,18,18,0,0
2025-10-06 12:30:40,Heat,19,19,0,0
2025-10-06 13:00:40,Heat,10,10,0,0
2025-10-06 13:30:40,Heat,16,16,0,0
2025-10-06 14:00:40,Heat,3,3,0,0
2025-10-06 14:30:40,Heat,4,4,0,0
2025-10-06 15:00:40,Heat,4,4,0,0
2025-10-06 15:30:40,Heat,19,19,0,0
2025-10-06 16:00:40,Heat,0,0,0,0
2025-10-06 16:30:40,Heat,1,1,0,0
2025-10-06 17:00:40,Heat,2,2,0,0
2025-10-06 17:30:40,Heat,3,3,0,0
2025-10-06 18:00:40,Heat,21,21,0,0
2025-10-06 18:30:40,Heat,22,22,0,0
2025-10-06 19:00:40,Heat,23,23,0,0
2025-10-06 19:30:40,Heat,24,24,0,0
2025-10-06 20:00:40,Heat,25,25,0,0
2025-10-06 20:30:40,Heat,26,26,0,0
2025-10-06 21:00:40,Heat,27,27,0,0
2025-10-06 21:30:40,Heat,28,28,0,0
2025-10-06 22:00:40,Heat,29,29,0,0
2025-10-06 22:30:40,Heat,30,30,0,0
2025-10-06 23:00:40,Heat,31,31,0,0
2025-10-06 23:30:40,Heat,1,1,0,0
2025-10-07 00:00:41,Heat,2,2,0,0
2025-10-07 00:30:40,Heat,3,3,0,0
2025-10-07 01:00:40,Heat,4,4,0,0
2025-10-07 01:30:40,Heat,32,32,0,0
2025-10-07 02:00:40,Heat,21,21,0,0
2025-10-07 02:30:40,Heat,24,24,0,0
2025-10-07 03:00:40,Heat,25,25,0,0
2025-10-07 03:30:40,Heat,26,26,0,0
2025-10-07 04:00:40,Heat,27,27,0,0
2025-10-07 04:30:40,Heat,28,28,0,0
2025-10-07 05:00:40,Heat,29,29,0,0
2025-10-07 05:30:40,Heat,30,30,0,0
2025-10-07 06:00:41,Heat,31,31,0,0
2025-10-07 06:30:40,Heat,32,32,0,0
2025-10-07 07:00:40,Heat,35,35,0,0
2025-10-07 07:30:40,Heat,36,36,0,0
2025-10-07 08:00:40,Heat,0,0,0,0
2025-10-07 08:30:40,Heat,33,33,0,0
2025-10-07 09:00:40,Heat,38,38,0,0
2025-10-07 09:30:40,Heat,28,28,0,0
2025-10-07 10:00:40,Heat,16,16,0,0
2025-10-07 10:30:40,Heat,14,14,0,0
2025-10-07 11:00:40,Heat,12,12,0,0
2025-10-07 11:30:40,Heat,6,6,0,0
2025-10-07 12:00:40,Heat,4,4,0,0
2025-10-07 12:30:40,Heat,2,2,0,0
2025-10-07 13:00:41,Heat,3,3,0,0
2025-10-07 13:30:40,Heat,5,5,0,0
2025-10-07 14:00:40,Heat,6,6,0,0
2025-10-07 14:30:40,Heat,8,8,0,0
2025-10-07 15:00:40,Heat,10,10,0,0
2025-10-07 15:30:40,Heat,12,12,0,0
2025-10-07 16:00:40,Heat,12,12,0,0
2025-10-07 16:30:40,Heat,0,0,0,0
2025-10-07 17:00:40,Heat,1,1,0,0
2025-10-07 17:30:40,Heat,2,2,0,0
2025-10-07 18:00:40,Heat,3,3,0,0
2025-10-07 18:30:40,Heat,4,4,0,0
2025-10-07 19:00:40,Heat,5,5,0,0
2025-10-07 19:30:40,Heat,6,6,0,0
2025-10-07 20:00:40,Heat,7,7,0,0
2025-10-07 20:30:40,Heat,21,20,0,1
